images,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,id
traicifar232074,0,0,1,0,0,0,0,0,0,0,232074
traicifar932075,0,0,0,0,0,0,0,0,0,1,932075
traicifar732076,0,0,0,0,0,0,0,1,0,0,732076
traicifar932077,0,0,0,0,0,0,0,0,0,1,932077
traicifar732078,0,0,0,0,0,0,0,1,0,0,732078
traicifar532079,0,0,0,0,0,1,0,0,0,0,532079
traicifar032080,1,0,0,0,0,0,0,0,0,0,32080
traicifar632081,0,0,0,0,0,0,1,0,0,0,632081
traicifar632082,0,0,0,0,0,0,1,0,0,0,632082
traicifar532083,0,0,0,0,0,1,0,0,0,0,532083
traicifar032084,1,0,0,0,0,0,0,0,0,0,32084
traicifar632085,0,0,0,0,0,0,1,0,0,0,632085
traicifar532086,0,0,0,0,0,1,0,0,0,0,532086
traicifar632087,0,0,0,0,0,0,1,0,0,0,632087
traicifar132088,0,1,0,0,0,0,0,0,0,0,132088
traicifar132089,0,1,0,0,0,0,0,0,0,0,132089
traicifar132090,0,1,0,0,0,0,0,0,0,0,132090
traicifar932091,0,0,0,0,0,0,0,0,0,1,932091
traicifar632092,0,0,0,0,0,0,1,0,0,0,632092
traicifar132093,0,1,0,0,0,0,0,0,0,0,132093
traicifar832094,0,0,0,0,0,0,0,0,1,0,832094
traicifar932095,0,0,0,0,0,0,0,0,0,1,932095
traicifar832096,0,0,0,0,0,0,0,0,1,0,832096
traicifar732097,0,0,0,0,0,0,0,1,0,0,732097
traicifar432098,0,0,0,0,1,0,0,0,0,0,432098
traicifar532099,0,0,0,0,0,1,0,0,0,0,532099
traicifar632100,0,0,0,0,0,0,1,0,0,0,632100
traicifar632101,0,0,0,0,0,0,1,0,0,0,632101
traicifar932102,0,0,0,0,0,0,0,0,0,1,932102
traicifar532103,0,0,0,0,0,1,0,0,0,0,532103
traicifar232104,0,0,1,0,0,0,0,0,0,0,232104
traicifar332105,0,0,0,1,0,0,0,0,0,0,332105
traicifar732106,0,0,0,0,0,0,0,1,0,0,732106
traicifar232107,0,0,1,0,0,0,0,0,0,0,232107
traicifar132108,0,1,0,0,0,0,0,0,0,0,132108
traicifar032109,1,0,0,0,0,0,0,0,0,0,32109
traicifar332110,0,0,0,1,0,0,0,0,0,0,332110
traicifar132111,0,1,0,0,0,0,0,0,0,0,132111
traicifar032112,1,0,0,0,0,0,0,0,0,0,32112
traicifar632113,0,0,0,0,0,0,1,0,0,0,632113
traicifar232114,0,0,1,0,0,0,0,0,0,0,232114
traicifar732115,0,0,0,0,0,0,0,1,0,0,732115
traicifar732116,0,0,0,0,0,0,0,1,0,0,732116
traicifar932117,0,0,0,0,0,0,0,0,0,1,932117
traicifar032118,1,0,0,0,0,0,0,0,0,0,32118
traicifar532119,0,0,0,0,0,1,0,0,0,0,532119
traicifar732120,0,0,0,0,0,0,0,1,0,0,732120
traicifar732121,0,0,0,0,0,0,0,1,0,0,732121
traicifar232122,0,0,1,0,0,0,0,0,0,0,232122
traicifar032123,1,0,0,0,0,0,0,0,0,0,32123
traicifar432124,0,0,0,0,1,0,0,0,0,0,432124
traicifar332125,0,0,0,1,0,0,0,0,0,0,332125
traicifar732126,0,0,0,0,0,0,0,1,0,0,732126
traicifar932127,0,0,0,0,0,0,0,0,0,1,932127
traicifar732128,0,0,0,0,0,0,0,1,0,0,732128
traicifar032129,1,0,0,0,0,0,0,0,0,0,32129
traicifar732130,0,0,0,0,0,0,0,1,0,0,732130
traicifar532131,0,0,0,0,0,1,0,0,0,0,532131
traicifar832132,0,0,0,0,0,0,0,0,1,0,832132
traicifar432133,0,0,0,0,1,0,0,0,0,0,432133
traicifar932134,0,0,0,0,0,0,0,0,0,1,932134
traicifar332135,0,0,0,1,0,0,0,0,0,0,332135
traicifar732136,0,0,0,0,0,0,0,1,0,0,732136
traicifar432137,0,0,0,0,1,0,0,0,0,0,432137
traicifar732138,0,0,0,0,0,0,0,1,0,0,732138
traicifar432139,0,0,0,0,1,0,0,0,0,0,432139
traicifar932140,0,0,0,0,0,0,0,0,0,1,932140
traicifar832141,0,0,0,0,0,0,0,0,1,0,832141
traicifar032142,1,0,0,0,0,0,0,0,0,0,32142
traicifar332143,0,0,0,1,0,0,0,0,0,0,332143
traicifar432144,0,0,0,0,1,0,0,0,0,0,432144
traicifar132145,0,1,0,0,0,0,0,0,0,0,132145
traicifar032146,1,0,0,0,0,0,0,0,0,0,32146
traicifar832147,0,0,0,0,0,0,0,0,1,0,832147
traicifar432148,0,0,0,0,1,0,0,0,0,0,432148
traicifar432149,0,0,0,0,1,0,0,0,0,0,432149
traicifar932150,0,0,0,0,0,0,0,0,0,1,932150
traicifar132151,0,1,0,0,0,0,0,0,0,0,132151
traicifar932152,0,0,0,0,0,0,0,0,0,1,932152
traicifar432153,0,0,0,0,1,0,0,0,0,0,432153
traicifar132154,0,1,0,0,0,0,0,0,0,0,132154
traicifar232155,0,0,1,0,0,0,0,0,0,0,232155
traicifar932156,0,0,0,0,0,0,0,0,0,1,932156
traicifar632157,0,0,0,0,0,0,1,0,0,0,632157
traicifar532158,0,0,0,0,0,1,0,0,0,0,532158
traicifar032159,1,0,0,0,0,0,0,0,0,0,32159
traicifar932160,0,0,0,0,0,0,0,0,0,1,932160
traicifar332161,0,0,0,1,0,0,0,0,0,0,332161
traicifar932162,0,0,0,0,0,0,0,0,0,1,932162
traicifar132163,0,1,0,0,0,0,0,0,0,0,132163
traicifar032164,1,0,0,0,0,0,0,0,0,0,32164
traicifar132165,0,1,0,0,0,0,0,0,0,0,132165
traicifar932166,0,0,0,0,0,0,0,0,0,1,932166
traicifar032167,1,0,0,0,0,0,0,0,0,0,32167
traicifar232168,0,0,1,0,0,0,0,0,0,0,232168
traicifar732169,0,0,0,0,0,0,0,1,0,0,732169
traicifar232170,0,0,1,0,0,0,0,0,0,0,232170
traicifar332171,0,0,0,1,0,0,0,0,0,0,332171
traicifar832172,0,0,0,0,0,0,0,0,1,0,832172
traicifar432173,0,0,0,0,1,0,0,0,0,0,432173
traicifar532174,0,0,0,0,0,1,0,0,0,0,532174
traicifar132175,0,1,0,0,0,0,0,0,0,0,132175
traicifar632176,0,0,0,0,0,0,1,0,0,0,632176
traicifar832177,0,0,0,0,0,0,0,0,1,0,832177
traicifar032178,1,0,0,0,0,0,0,0,0,0,32178
traicifar732179,0,0,0,0,0,0,0,1,0,0,732179
traicifar732180,0,0,0,0,0,0,0,1,0,0,732180
traicifar932181,0,0,0,0,0,0,0,0,0,1,932181
traicifar932182,0,0,0,0,0,0,0,0,0,1,932182
traicifar432183,0,0,0,0,1,0,0,0,0,0,432183
traicifar532184,0,0,0,0,0,1,0,0,0,0,532184
traicifar432185,0,0,0,0,1,0,0,0,0,0,432185
traicifar932186,0,0,0,0,0,0,0,0,0,1,932186
traicifar932187,0,0,0,0,0,0,0,0,0,1,932187
traicifar532188,0,0,0,0,0,1,0,0,0,0,532188
traicifar032189,1,0,0,0,0,0,0,0,0,0,32189
traicifar032190,1,0,0,0,0,0,0,0,0,0,32190
traicifar632191,0,0,0,0,0,0,1,0,0,0,632191
traicifar432192,0,0,0,0,1,0,0,0,0,0,432192
traicifar332193,0,0,0,1,0,0,0,0,0,0,332193
traicifar032194,1,0,0,0,0,0,0,0,0,0,32194
traicifar432195,0,0,0,0,1,0,0,0,0,0,432195
traicifar932196,0,0,0,0,0,0,0,0,0,1,932196
traicifar932197,0,0,0,0,0,0,0,0,0,1,932197
traicifar732198,0,0,0,0,0,0,0,1,0,0,732198
traicifar932199,0,0,0,0,0,0,0,0,0,1,932199
traicifar032200,1,0,0,0,0,0,0,0,0,0,32200
traicifar732201,0,0,0,0,0,0,0,1,0,0,732201
traicifar432202,0,0,0,0,1,0,0,0,0,0,432202
traicifar432203,0,0,0,0,1,0,0,0,0,0,432203
traicifar732204,0,0,0,0,0,0,0,1,0,0,732204
traicifar432205,0,0,0,0,1,0,0,0,0,0,432205
traicifar932206,0,0,0,0,0,0,0,0,0,1,932206
traicifar732207,0,0,0,0,0,0,0,1,0,0,732207
traicifar932208,0,0,0,0,0,0,0,0,0,1,932208
traicifar332209,0,0,0,1,0,0,0,0,0,0,332209
traicifar432210,0,0,0,0,1,0,0,0,0,0,432210
traicifar232211,0,0,1,0,0,0,0,0,0,0,232211
traicifar132212,0,1,0,0,0,0,0,0,0,0,132212
traicifar432213,0,0,0,0,1,0,0,0,0,0,432213
traicifar832214,0,0,0,0,0,0,0,0,1,0,832214
traicifar232215,0,0,1,0,0,0,0,0,0,0,232215
traicifar332216,0,0,0,1,0,0,0,0,0,0,332216
traicifar132217,0,1,0,0,0,0,0,0,0,0,132217
traicifar832218,0,0,0,0,0,0,0,0,1,0,832218
traicifar732219,0,0,0,0,0,0,0,1,0,0,732219
traicifar932220,0,0,0,0,0,0,0,0,0,1,932220
traicifar132221,0,1,0,0,0,0,0,0,0,0,132221
traicifar732222,0,0,0,0,0,0,0,1,0,0,732222
traicifar332223,0,0,0,1,0,0,0,0,0,0,332223
traicifar532224,0,0,0,0,0,1,0,0,0,0,532224
traicifar532225,0,0,0,0,0,1,0,0,0,0,532225
traicifar332226,0,0,0,1,0,0,0,0,0,0,332226
traicifar132227,0,1,0,0,0,0,0,0,0,0,132227
traicifar232228,0,0,1,0,0,0,0,0,0,0,232228
traicifar532229,0,0,0,0,0,1,0,0,0,0,532229
traicifar432230,0,0,0,0,1,0,0,0,0,0,432230
traicifar332231,0,0,0,1,0,0,0,0,0,0,332231
traicifar532232,0,0,0,0,0,1,0,0,0,0,532232
traicifar932233,0,0,0,0,0,0,0,0,0,1,932233
traicifar832234,0,0,0,0,0,0,0,0,1,0,832234
traicifar532235,0,0,0,0,0,1,0,0,0,0,532235
traicifar632236,0,0,0,0,0,0,1,0,0,0,632236
traicifar632237,0,0,0,0,0,0,1,0,0,0,632237
traicifar032238,1,0,0,0,0,0,0,0,0,0,32238
traicifar332239,0,0,0,1,0,0,0,0,0,0,332239
traicifar932240,0,0,0,0,0,0,0,0,0,1,932240
traicifar432241,0,0,0,0,1,0,0,0,0,0,432241
traicifar632242,0,0,0,0,0,0,1,0,0,0,632242
traicifar432243,0,0,0,0,1,0,0,0,0,0,432243
traicifar332244,0,0,0,1,0,0,0,0,0,0,332244
traicifar332245,0,0,0,1,0,0,0,0,0,0,332245
traicifar432246,0,0,0,0,1,0,0,0,0,0,432246
traicifar432247,0,0,0,0,1,0,0,0,0,0,432247
traicifar232248,0,0,1,0,0,0,0,0,0,0,232248
traicifar032249,1,0,0,0,0,0,0,0,0,0,32249
traicifar232250,0,0,1,0,0,0,0,0,0,0,232250
traicifar332251,0,0,0,1,0,0,0,0,0,0,332251
traicifar932252,0,0,0,0,0,0,0,0,0,1,932252
traicifar332253,0,0,0,1,0,0,0,0,0,0,332253
traicifar032254,1,0,0,0,0,0,0,0,0,0,32254
traicifar832255,0,0,0,0,0,0,0,0,1,0,832255
traicifar632256,0,0,0,0,0,0,1,0,0,0,632256
traicifar032257,1,0,0,0,0,0,0,0,0,0,32257
traicifar032258,1,0,0,0,0,0,0,0,0,0,32258
traicifar432259,0,0,0,0,1,0,0,0,0,0,432259
traicifar632260,0,0,0,0,0,0,1,0,0,0,632260
traicifar132261,0,1,0,0,0,0,0,0,0,0,132261
traicifar832262,0,0,0,0,0,0,0,0,1,0,832262
traicifar632263,0,0,0,0,0,0,1,0,0,0,632263
traicifar032264,1,0,0,0,0,0,0,0,0,0,32264
traicifar132265,0,1,0,0,0,0,0,0,0,0,132265
traicifar632266,0,0,0,0,0,0,1,0,0,0,632266
traicifar732267,0,0,0,0,0,0,0,1,0,0,732267
traicifar832268,0,0,0,0,0,0,0,0,1,0,832268
traicifar132269,0,1,0,0,0,0,0,0,0,0,132269
traicifar132270,0,1,0,0,0,0,0,0,0,0,132270
traicifar032271,1,0,0,0,0,0,0,0,0,0,32271
traicifar732272,0,0,0,0,0,0,0,1,0,0,732272
traicifar332273,0,0,0,1,0,0,0,0,0,0,332273
traicifar432274,0,0,0,0,1,0,0,0,0,0,432274
traicifar232275,0,0,1,0,0,0,0,0,0,0,232275
traicifar032276,1,0,0,0,0,0,0,0,0,0,32276
traicifar632277,0,0,0,0,0,0,1,0,0,0,632277
traicifar332278,0,0,0,1,0,0,0,0,0,0,332278
traicifar232279,0,0,1,0,0,0,0,0,0,0,232279
traicifar232280,0,0,1,0,0,0,0,0,0,0,232280
traicifar232281,0,0,1,0,0,0,0,0,0,0,232281
traicifar632282,0,0,0,0,0,0,1,0,0,0,632282
traicifar632283,0,0,0,0,0,0,1,0,0,0,632283
traicifar432284,0,0,0,0,1,0,0,0,0,0,432284
traicifar932285,0,0,0,0,0,0,0,0,0,1,932285
traicifar032286,1,0,0,0,0,0,0,0,0,0,32286
traicifar232287,0,0,1,0,0,0,0,0,0,0,232287
traicifar432288,0,0,0,0,1,0,0,0,0,0,432288
traicifar532289,0,0,0,0,0,1,0,0,0,0,532289
traicifar632290,0,0,0,0,0,0,1,0,0,0,632290
traicifar732291,0,0,0,0,0,0,0,1,0,0,732291
traicifar132292,0,1,0,0,0,0,0,0,0,0,132292
traicifar032293,1,0,0,0,0,0,0,0,0,0,32293
traicifar332294,0,0,0,1,0,0,0,0,0,0,332294
traicifar632295,0,0,0,0,0,0,1,0,0,0,632295
traicifar932296,0,0,0,0,0,0,0,0,0,1,932296
traicifar232297,0,0,1,0,0,0,0,0,0,0,232297
traicifar132298,0,1,0,0,0,0,0,0,0,0,132298
traicifar032299,1,0,0,0,0,0,0,0,0,0,32299
traicifar832300,0,0,0,0,0,0,0,0,1,0,832300
traicifar532301,0,0,0,0,0,1,0,0,0,0,532301
traicifar332302,0,0,0,1,0,0,0,0,0,0,332302
traicifar132303,0,1,0,0,0,0,0,0,0,0,132303
traicifar032304,1,0,0,0,0,0,0,0,0,0,32304
traicifar532305,0,0,0,0,0,1,0,0,0,0,532305
traicifar132306,0,1,0,0,0,0,0,0,0,0,132306
traicifar232307,0,0,1,0,0,0,0,0,0,0,232307
traicifar032308,1,0,0,0,0,0,0,0,0,0,32308
traicifar732309,0,0,0,0,0,0,0,1,0,0,732309
traicifar232310,0,0,1,0,0,0,0,0,0,0,232310
traicifar932311,0,0,0,0,0,0,0,0,0,1,932311
traicifar732312,0,0,0,0,0,0,0,1,0,0,732312
traicifar232313,0,0,1,0,0,0,0,0,0,0,232313
traicifar132314,0,1,0,0,0,0,0,0,0,0,132314
traicifar932315,0,0,0,0,0,0,0,0,0,1,932315
traicifar132316,0,1,0,0,0,0,0,0,0,0,132316
traicifar032317,1,0,0,0,0,0,0,0,0,0,32317
traicifar432318,0,0,0,0,1,0,0,0,0,0,432318
traicifar732319,0,0,0,0,0,0,0,1,0,0,732319
traicifar032320,1,0,0,0,0,0,0,0,0,0,32320
traicifar532321,0,0,0,0,0,1,0,0,0,0,532321
traicifar232322,0,0,1,0,0,0,0,0,0,0,232322
traicifar732323,0,0,0,0,0,0,0,1,0,0,732323
traicifar732324,0,0,0,0,0,0,0,1,0,0,732324
traicifar732325,0,0,0,0,0,0,0,1,0,0,732325
traicifar032326,1,0,0,0,0,0,0,0,0,0,32326
traicifar732327,0,0,0,0,0,0,0,1,0,0,732327
traicifar632328,0,0,0,0,0,0,1,0,0,0,632328
traicifar032329,1,0,0,0,0,0,0,0,0,0,32329
traicifar932330,0,0,0,0,0,0,0,0,0,1,932330
traicifar232331,0,0,1,0,0,0,0,0,0,0,232331
traicifar632332,0,0,0,0,0,0,1,0,0,0,632332
traicifar932333,0,0,0,0,0,0,0,0,0,1,932333
traicifar132334,0,1,0,0,0,0,0,0,0,0,132334
traicifar132335,0,1,0,0,0,0,0,0,0,0,132335
traicifar532336,0,0,0,0,0,1,0,0,0,0,532336
traicifar632337,0,0,0,0,0,0,1,0,0,0,632337
traicifar532338,0,0,0,0,0,1,0,0,0,0,532338
traicifar632339,0,0,0,0,0,0,1,0,0,0,632339
traicifar832340,0,0,0,0,0,0,0,0,1,0,832340
traicifar732341,0,0,0,0,0,0,0,1,0,0,732341
traicifar532342,0,0,0,0,0,1,0,0,0,0,532342
traicifar432343,0,0,0,0,1,0,0,0,0,0,432343
traicifar732344,0,0,0,0,0,0,0,1,0,0,732344
traicifar632345,0,0,0,0,0,0,1,0,0,0,632345
traicifar932346,0,0,0,0,0,0,0,0,0,1,932346
traicifar632347,0,0,0,0,0,0,1,0,0,0,632347
traicifar932348,0,0,0,0,0,0,0,0,0,1,932348
traicifar132349,0,1,0,0,0,0,0,0,0,0,132349
traicifar032350,1,0,0,0,0,0,0,0,0,0,32350
traicifar632351,0,0,0,0,0,0,1,0,0,0,632351
traicifar432352,0,0,0,0,1,0,0,0,0,0,432352
traicifar632353,0,0,0,0,0,0,1,0,0,0,632353
traicifar632354,0,0,0,0,0,0,1,0,0,0,632354
traicifar532355,0,0,0,0,0,1,0,0,0,0,532355
traicifar632356,0,0,0,0,0,0,1,0,0,0,632356
traicifar532357,0,0,0,0,0,1,0,0,0,0,532357
traicifar132358,0,1,0,0,0,0,0,0,0,0,132358
traicifar732359,0,0,0,0,0,0,0,1,0,0,732359
traicifar432360,0,0,0,0,1,0,0,0,0,0,432360
traicifar432361,0,0,0,0,1,0,0,0,0,0,432361
traicifar632362,0,0,0,0,0,0,1,0,0,0,632362
traicifar632363,0,0,0,0,0,0,1,0,0,0,632363
traicifar332364,0,0,0,1,0,0,0,0,0,0,332364
traicifar132365,0,1,0,0,0,0,0,0,0,0,132365
traicifar932366,0,0,0,0,0,0,0,0,0,1,932366
traicifar932367,0,0,0,0,0,0,0,0,0,1,932367
traicifar332368,0,0,0,1,0,0,0,0,0,0,332368
traicifar432369,0,0,0,0,1,0,0,0,0,0,432369
traicifar032370,1,0,0,0,0,0,0,0,0,0,32370
traicifar432371,0,0,0,0,1,0,0,0,0,0,432371
traicifar132372,0,1,0,0,0,0,0,0,0,0,132372
traicifar232373,0,0,1,0,0,0,0,0,0,0,232373
traicifar832374,0,0,0,0,0,0,0,0,1,0,832374
traicifar232375,0,0,1,0,0,0,0,0,0,0,232375
traicifar232376,0,0,1,0,0,0,0,0,0,0,232376
traicifar332377,0,0,0,1,0,0,0,0,0,0,332377
traicifar432378,0,0,0,0,1,0,0,0,0,0,432378
traicifar132379,0,1,0,0,0,0,0,0,0,0,132379
traicifar732380,0,0,0,0,0,0,0,1,0,0,732380
traicifar732381,0,0,0,0,0,0,0,1,0,0,732381
traicifar132382,0,1,0,0,0,0,0,0,0,0,132382
traicifar032383,1,0,0,0,0,0,0,0,0,0,32383
traicifar632384,0,0,0,0,0,0,1,0,0,0,632384
traicifar432385,0,0,0,0,1,0,0,0,0,0,432385
traicifar432386,0,0,0,0,1,0,0,0,0,0,432386
traicifar532387,0,0,0,0,0,1,0,0,0,0,532387
traicifar132388,0,1,0,0,0,0,0,0,0,0,132388
traicifar632389,0,0,0,0,0,0,1,0,0,0,632389
traicifar532390,0,0,0,0,0,1,0,0,0,0,532390
traicifar432391,0,0,0,0,1,0,0,0,0,0,432391
traicifar532392,0,0,0,0,0,1,0,0,0,0,532392
traicifar632393,0,0,0,0,0,0,1,0,0,0,632393
traicifar132394,0,1,0,0,0,0,0,0,0,0,132394
traicifar132395,0,1,0,0,0,0,0,0,0,0,132395
traicifar132396,0,1,0,0,0,0,0,0,0,0,132396
traicifar232397,0,0,1,0,0,0,0,0,0,0,232397
traicifar732398,0,0,0,0,0,0,0,1,0,0,732398
traicifar132399,0,1,0,0,0,0,0,0,0,0,132399
traicifar832400,0,0,0,0,0,0,0,0,1,0,832400
traicifar832401,0,0,0,0,0,0,0,0,1,0,832401
traicifar332402,0,0,0,1,0,0,0,0,0,0,332402
traicifar732403,0,0,0,0,0,0,0,1,0,0,732403
traicifar632404,0,0,0,0,0,0,1,0,0,0,632404
traicifar732405,0,0,0,0,0,0,0,1,0,0,732405
traicifar332406,0,0,0,1,0,0,0,0,0,0,332406
traicifar532407,0,0,0,0,0,1,0,0,0,0,532407
traicifar032408,1,0,0,0,0,0,0,0,0,0,32408
traicifar832409,0,0,0,0,0,0,0,0,1,0,832409
traicifar032410,1,0,0,0,0,0,0,0,0,0,32410
traicifar332411,0,0,0,1,0,0,0,0,0,0,332411
traicifar532412,0,0,0,0,0,1,0,0,0,0,532412
traicifar332413,0,0,0,1,0,0,0,0,0,0,332413
traicifar732414,0,0,0,0,0,0,0,1,0,0,732414
traicifar932415,0,0,0,0,0,0,0,0,0,1,932415
traicifar532416,0,0,0,0,0,1,0,0,0,0,532416
traicifar432417,0,0,0,0,1,0,0,0,0,0,432417
traicifar032418,1,0,0,0,0,0,0,0,0,0,32418
traicifar132419,0,1,0,0,0,0,0,0,0,0,132419
traicifar332420,0,0,0,1,0,0,0,0,0,0,332420
traicifar132421,0,1,0,0,0,0,0,0,0,0,132421
traicifar132422,0,1,0,0,0,0,0,0,0,0,132422
traicifar532423,0,0,0,0,0,1,0,0,0,0,532423
traicifar532424,0,0,0,0,0,1,0,0,0,0,532424
traicifar332425,0,0,0,1,0,0,0,0,0,0,332425
traicifar832426,0,0,0,0,0,0,0,0,1,0,832426
traicifar532427,0,0,0,0,0,1,0,0,0,0,532427
traicifar632428,0,0,0,0,0,0,1,0,0,0,632428
traicifar732429,0,0,0,0,0,0,0,1,0,0,732429
traicifar532430,0,0,0,0,0,1,0,0,0,0,532430
traicifar432431,0,0,0,0,1,0,0,0,0,0,432431
traicifar232432,0,0,1,0,0,0,0,0,0,0,232432
traicifar932433,0,0,0,0,0,0,0,0,0,1,932433
traicifar532434,0,0,0,0,0,1,0,0,0,0,532434
traicifar032435,1,0,0,0,0,0,0,0,0,0,32435
traicifar532436,0,0,0,0,0,1,0,0,0,0,532436
traicifar132437,0,1,0,0,0,0,0,0,0,0,132437
traicifar432438,0,0,0,0,1,0,0,0,0,0,432438
traicifar632439,0,0,0,0,0,0,1,0,0,0,632439
traicifar832440,0,0,0,0,0,0,0,0,1,0,832440
traicifar232441,0,0,1,0,0,0,0,0,0,0,232441
traicifar932442,0,0,0,0,0,0,0,0,0,1,932442
traicifar432443,0,0,0,0,1,0,0,0,0,0,432443
traicifar732444,0,0,0,0,0,0,0,1,0,0,732444
traicifar532445,0,0,0,0,0,1,0,0,0,0,532445
traicifar232446,0,0,1,0,0,0,0,0,0,0,232446
traicifar932447,0,0,0,0,0,0,0,0,0,1,932447
traicifar232448,0,0,1,0,0,0,0,0,0,0,232448
traicifar032449,1,0,0,0,0,0,0,0,0,0,32449
traicifar132450,0,1,0,0,0,0,0,0,0,0,132450
traicifar132451,0,1,0,0,0,0,0,0,0,0,132451
traicifar932452,0,0,0,0,0,0,0,0,0,1,932452
traicifar332453,0,0,0,1,0,0,0,0,0,0,332453
traicifar732454,0,0,0,0,0,0,0,1,0,0,732454
traicifar832455,0,0,0,0,0,0,0,0,1,0,832455
traicifar332456,0,0,0,1,0,0,0,0,0,0,332456
traicifar732457,0,0,0,0,0,0,0,1,0,0,732457
traicifar032458,1,0,0,0,0,0,0,0,0,0,32458
traicifar232459,0,0,1,0,0,0,0,0,0,0,232459
traicifar332460,0,0,0,1,0,0,0,0,0,0,332460
traicifar432461,0,0,0,0,1,0,0,0,0,0,432461
traicifar832462,0,0,0,0,0,0,0,0,1,0,832462
traicifar332463,0,0,0,1,0,0,0,0,0,0,332463
traicifar932464,0,0,0,0,0,0,0,0,0,1,932464
traicifar832465,0,0,0,0,0,0,0,0,1,0,832465
traicifar932466,0,0,0,0,0,0,0,0,0,1,932466
traicifar332467,0,0,0,1,0,0,0,0,0,0,332467
traicifar432468,0,0,0,0,1,0,0,0,0,0,432468
traicifar532469,0,0,0,0,0,1,0,0,0,0,532469
traicifar532470,0,0,0,0,0,1,0,0,0,0,532470
traicifar832471,0,0,0,0,0,0,0,0,1,0,832471
traicifar132472,0,1,0,0,0,0,0,0,0,0,132472
traicifar532473,0,0,0,0,0,1,0,0,0,0,532473
traicifar132474,0,1,0,0,0,0,0,0,0,0,132474
traicifar932475,0,0,0,0,0,0,0,0,0,1,932475
traicifar632476,0,0,0,0,0,0,1,0,0,0,632476
traicifar832477,0,0,0,0,0,0,0,0,1,0,832477
traicifar532478,0,0,0,0,0,1,0,0,0,0,532478
traicifar132479,0,1,0,0,0,0,0,0,0,0,132479
traicifar432480,0,0,0,0,1,0,0,0,0,0,432480
traicifar332481,0,0,0,1,0,0,0,0,0,0,332481
traicifar932482,0,0,0,0,0,0,0,0,0,1,932482
traicifar532483,0,0,0,0,0,1,0,0,0,0,532483
traicifar332484,0,0,0,1,0,0,0,0,0,0,332484
traicifar732485,0,0,0,0,0,0,0,1,0,0,732485
traicifar232486,0,0,1,0,0,0,0,0,0,0,232486
traicifar532487,0,0,0,0,0,1,0,0,0,0,532487
traicifar632488,0,0,0,0,0,0,1,0,0,0,632488
traicifar332489,0,0,0,1,0,0,0,0,0,0,332489
traicifar132490,0,1,0,0,0,0,0,0,0,0,132490
traicifar432491,0,0,0,0,1,0,0,0,0,0,432491
traicifar832492,0,0,0,0,0,0,0,0,1,0,832492
traicifar532493,0,0,0,0,0,1,0,0,0,0,532493
traicifar932494,0,0,0,0,0,0,0,0,0,1,932494
traicifar232495,0,0,1,0,0,0,0,0,0,0,232495
traicifar832496,0,0,0,0,0,0,0,0,1,0,832496
traicifar932497,0,0,0,0,0,0,0,0,0,1,932497
traicifar432498,0,0,0,0,1,0,0,0,0,0,432498
traicifar132499,0,1,0,0,0,0,0,0,0,0,132499
traicifar132500,0,1,0,0,0,0,0,0,0,0,132500
traicifar732501,0,0,0,0,0,0,0,1,0,0,732501
traicifar632502,0,0,0,0,0,0,1,0,0,0,632502
traicifar132503,0,1,0,0,0,0,0,0,0,0,132503
traicifar832504,0,0,0,0,0,0,0,0,1,0,832504
traicifar332505,0,0,0,1,0,0,0,0,0,0,332505
traicifar032506,1,0,0,0,0,0,0,0,0,0,32506
traicifar332507,0,0,0,1,0,0,0,0,0,0,332507
traicifar232508,0,0,1,0,0,0,0,0,0,0,232508
traicifar432509,0,0,0,0,1,0,0,0,0,0,432509
traicifar232510,0,0,1,0,0,0,0,0,0,0,232510
traicifar232511,0,0,1,0,0,0,0,0,0,0,232511
traicifar332512,0,0,0,1,0,0,0,0,0,0,332512
traicifar432513,0,0,0,0,1,0,0,0,0,0,432513
traicifar832514,0,0,0,0,0,0,0,0,1,0,832514
traicifar232515,0,0,1,0,0,0,0,0,0,0,232515
traicifar132516,0,1,0,0,0,0,0,0,0,0,132516
traicifar332517,0,0,0,1,0,0,0,0,0,0,332517
traicifar832518,0,0,0,0,0,0,0,0,1,0,832518
traicifar432519,0,0,0,0,1,0,0,0,0,0,432519
traicifar732520,0,0,0,0,0,0,0,1,0,0,732520
traicifar032521,1,0,0,0,0,0,0,0,0,0,32521
traicifar132522,0,1,0,0,0,0,0,0,0,0,132522
traicifar332523,0,0,0,1,0,0,0,0,0,0,332523
traicifar832524,0,0,0,0,0,0,0,0,1,0,832524
traicifar632525,0,0,0,0,0,0,1,0,0,0,632525
traicifar732526,0,0,0,0,0,0,0,1,0,0,732526
traicifar732527,0,0,0,0,0,0,0,1,0,0,732527
traicifar632528,0,0,0,0,0,0,1,0,0,0,632528
traicifar132529,0,1,0,0,0,0,0,0,0,0,132529
traicifar632530,0,0,0,0,0,0,1,0,0,0,632530
traicifar832531,0,0,0,0,0,0,0,0,1,0,832531
traicifar132532,0,1,0,0,0,0,0,0,0,0,132532
traicifar132533,0,1,0,0,0,0,0,0,0,0,132533
traicifar632534,0,0,0,0,0,0,1,0,0,0,632534
traicifar232535,0,0,1,0,0,0,0,0,0,0,232535
traicifar432536,0,0,0,0,1,0,0,0,0,0,432536
traicifar832537,0,0,0,0,0,0,0,0,1,0,832537
traicifar932538,0,0,0,0,0,0,0,0,0,1,932538
